ad_id,title,link,image_url,scraped_at,location,price,property_type,property_condition,property_age,construction_status,delivery_date,property_standing,area_sqm,total_rooms,bedrooms,bathrooms,floor_level,orientation,floor_material,has_garden,has_terrace,has_garage,has_elevator,has_pool,has_air_conditioning,has_heating,has_equipped_kitchen,has_armored_door,has_concierge,has_double_glazing,has_european_living_room,has_fireplace,has_fridge,has_furniture,has_microwave,has_mountain_view,has_oven,has_parabolic_antenna,has_sea_view,has_security,has_storage_room,has_washing_machine,amenities_entre-seul,amenities_façade_extérieure
7884968,A VENDRE villa à composée de 3 appart El Ouardia,https://www.mubawab.tn/fr/a/7884968/a-vendre-villa-%C3%A0-compos%C3%A9e-de-3-appart-el-ouardia,https://www.mubawab-media.com/ad/7/884/968F/h/thumb_789347_property_large_71027467.avif,2025-03-30T19:17:34.638562,"El Ouardia, El Ouardia",850000.0,Villa,,,Bon état,,,608.0,7.0,6.0,1.0,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006233,A VENDRE appartement S4 à Cité Hedi Nouira / Enna,https://www.mubawab.tn/fr/a/8006233/a-vendre-appartement-s4-%C3%A0-cit%C3%A9-hedi-nouira-enna,https://www.mubawab-media.com/ad/8/006/233F/h/thumb_913551_property_large_78924898.avif,2025-03-30T19:17:38.703971,"Ariana, Ariana Ville",620000.0,Appartement,,,Nouveau,,,230.0,4.0,4.0,1.0,,,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8093376,Très belle villa,https://www.mubawab.tn/fr/a/8093376/tr%C3%A8s-belle-villa,https://www.mubawab-media.com/ad/8/093/376F/h/bureau%201_79782945.avif,2025-03-30T19:17:40.674203,"Le Bardo, Le Bardo",2500000.0,Maison,,,Nouveau,,,600.0,14.0,11.0,6.0,,,,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8021686,Une villa de luxe à Hammamet,https://www.mubawab.tn/fr/a/8021686/une-villa-de-luxe-%C3%A0-hammamet,https://www.mubawab-media.com/ad/8/021/686F/h/473763368_1348648819604156_8999177376741401986_n_79636844.avif,2025-03-30T19:17:42.819383,"Hammamet Sud, Hammamet",,Villa,,,Nouveau,,,485.0,4.0,4.0,3.0,,,,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8084873,Duplex S3 à vendre aux Jardins de Carthage,https://www.mubawab.tn/fr/a/8084873/duplex-s3-%C3%A0-vendre-aux-jardins-de-carthage,https://www.mubawab-media.com/ad/8/084/873F/h/WhatsApp%20Image%202025-02-10%20at%2016.43.29%20%282%29_79762571.avif,2025-03-30T19:17:44.950701,"Les Jardins de Carthage, Le Kram",750000.0,Appartement,,,Nouveau,,,225.0,4.0,4.0,3.0,,,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8031900,À vendre des appartement à la goulette,https://www.mubawab.tn/fr/a/8031900/%C3%A0-vendre-des-appartement-%C3%A0-la-goulette,https://www.mubawab-media.com/ad/8/031/900F/h/WhatsApp%20Image%202024-11-06%20%C3%A0%2012.18.46_b6712dc2_79176781.avif,2025-03-30T19:17:47.273702,"La Goulette, La Goulette",,Appartement,,,Nouveau,,,108.0,4.0,3.0,1.0,,,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8072982,A vendre un appartement à Hammamet Nord,https://www.mubawab.tn/fr/a/8072982/a-vendre-un-appartement-%C3%A0-hammamet-nord,https://www.mubawab-media.com/ad/8/072/982F/h/WhatsApp-Image-2025-01-09-at-14.47.16_79584376.avif,2025-03-30T19:17:49.193434,"Hammamet Nord, Hammamet",180000.0,Appartement,,,Nouveau,,,60.0,2.0,1.0,1.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8048178,A vendre appartement S2 au 2éme étage à Nabeul,https://www.mubawab.tn/fr/a/8048178/a-vendre-appartement-s2-au-2%C3%A9me-%C3%A9tage-%C3%A0-nabeul,https://www.mubawab-media.com/ad/8/048/178F/h/thumb_964773_property_xlarge_79339513.avif,2025-03-30T19:17:50.943872,"Nabeul, Nabeul",190000.0,Appartement,,Moins d'un an,Nouveau,,,79.0,3.0,2.0,1.0,2.0,Nord,Marbre,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8045582,A vendre des appartement neuf a la soukra,https://www.mubawab.tn/fr/a/8045582/a-vendre-des-appartement-neuf-a-la-soukra,https://www.mubawab-media.com/ad/8/045/582F/h/thumb_962309_property_large_79312093.avif,2025-03-30T19:17:52.805472,"La Soukra, La Soukra",319000.0,Appartement,,,Nouveau,,,68.0,1.0,1.0,1.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8003197,A vendre appartement neuf a ain zaghouen nord,https://www.mubawab.tn/fr/a/8003197/a-vendre-appartement-neuf-a-ain-zaghouen-nord,https://www.mubawab-media.com/ad/8/003/197F/h/thumb_763204_property_large_78891946.avif,2025-03-30T19:17:54.936616,"Ain Zaghouan Nord, La Marsa",707000.0,Appartement,,,Nouveau,,,170.0,3.0,2.0,2.0,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1
8093200,Ennasr 1: duplex s3 à vendre,https://www.mubawab.tn/fr/a/8093200/ennasr-1-duplex-s3-%C3%A0-vendre,https://www.mubawab-media.com/ad/8/093/200F/h/photo_00_79780791.avif,2025-03-30T19:17:56.500593,"Cité Ennasr 1, Ariana Ville",,Appartement,,,Bon état,,,212.0,4.0,3.0,3.0,,,,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8070877,Villa s4 à vendre à Hammamet centre,https://www.mubawab.tn/fr/a/8070877/villa-s4-%C3%A0-vendre-%C3%A0-hammamet-centre,https://www.mubawab-media.com/ad/8/070/877F/h/WhatsApp%20Image%202025-01-07%20at%2010.57.27_79564232.avif,2025-03-30T19:18:00.533743,"Hammamet, Hammamet",670000.0,Villa,,Moins d'un an,Nouveau,,,202.0,5.0,4.0,2.0,,,,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7897545,Une superbe Villa à Franceville,https://www.mubawab.tn/fr/a/7897545/une-superbe-villa-%C3%A0-franceville,https://www.mubawab-media.com/ad/7/897/545F/h/437859725_914568637126887_1682764021481408188_n_73181625.avif,2025-03-30T19:18:02.993888,"Cité Militaire, El Omrane",1200000.0,Villa,,10-20 ans,Bon état,,,628.0,8.0,6.0,3.0,,,,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8063393,A vendre un appartement S1 très spacieux avec Jardin à cité...,https://www.mubawab.tn/fr/a/8063393/a-vendre-un-appartement-s1-tr%C3%A8s-spacieux-avec-jardin-%C3%A0-cit%C3%A9-les-palmeraies,https://www.mubawab-media.com/ad/8/063/393F/h/thumb_981842_property_xlarge_79490467.avif,2025-03-30T19:18:04.887169,"Aouina, La Marsa",240000.0,Appartement,,,Nouveau,,,65.0,1.0,2.0,1.0,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8069981,A vendre un Appartement en S3 à El Menzah 9,https://www.mubawab.tn/fr/a/8069981/a-vendre-un-appartement-en-s3-%C3%A0-el-menzah-9,https://www.mubawab-media.com/ad/8/069/981F/h/ivprncSnFdwbCeEv-thumb_79592888.avif,2025-03-30T19:18:07.080261,"El Menzah 9, El Menzah",270000.0,Appartement,,,Bon état,,,115.0,4.0,3.0,1.0,,,,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8038523,A Vendre S1 avec Jardin aux JDC,https://www.mubawab.tn/fr/a/8038523/a-vendre-s1-avec-jardin-aux-jdc,https://www.mubawab-media.com/ad/8/038/523F/h/photo%20pour%20annonces_79243766.avif,2025-03-30T19:18:08.643885,"Les Jardins de Carthage, Le Kram",395000.0,Appartement,,,Bon état,,,70.0,2.0,1.0,1.0,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8043999,Duplex S2 avec jardin à Ain Zaghouan,https://www.mubawab.tn/fr/a/8043999/duplex-s2-avec-jardin-%C3%A0-ain-zaghouan,https://www.mubawab-media.com/ad/8/043/999F/h/thumb_960513_property_xlarge_79297210.avif,2025-03-30T19:18:12.546412,"Ain Zaghouan Nord, La Marsa",620000.0,Villa,,,Nouveau,,,127.0,3.0,2.0,2.0,,,,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
8031321,Appartement S1 à La Soukra,https://www.mubawab.tn/fr/a/8031321/appartement-s1-%C3%A0-la-soukra,https://www.mubawab-media.com/ad/8/031/321F/h/thumb_944360_property_xlarge_79171525.avif,2025-03-30T19:18:14.707137,"La Soukra, La Soukra",280000.0,Appartement,,,Nouveau,,,58.0,2.0,1.0,1.0,,,,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8087557,Appartement s2 prés de la plage,https://www.mubawab.tn/fr/a/8087557/appartement-s2-pr%C3%A9s-de-la-plage,https://www.mubawab-media.com/ad/8/087/557F/h/2fe7a1a3-04c4-4a7a-87ff-7437a869522c_79727228.avif,2025-03-30T19:18:17.271261,"Hammamet Nord, Hammamet",250000.0,Appartement,,Moins d'un an,Bon état,,,71.0,2.0,2.0,1.0,,,,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8076450,A vendre à hammamet nord badira,https://www.mubawab.tn/fr/a/8076450/a-vendre-%C3%A0-hammamet-nord-badira,https://www.mubawab-media.com/ad/8/076/450F/h/2_79619167.avif,2025-03-30T19:18:18.770687,"Hammamet, Hammamet",135000000.0,Villa,,,Bon état,,,475.0,1.0,3.0,1.0,,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8089173,Magnifique villa titrée à vendre,https://www.mubawab.tn/fr/a/8089173/magnifique-villa-titr%C3%A9e-%C3%A0-vendre,https://www.mubawab-media.com/ad/8/089/173F/h/WhatsApp%20Image%202024-09-07%20%C3%A0%2010.12.57_aac42ff8_79742940.avif,2025-03-30T19:18:20.807397,"Tezdaine, Tezdaine",780000.0,Villa,,,Nouveau,,,250.0,5.0,4.0,3.0,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092847,Villa individuelle en vente,https://www.mubawab.tn/fr/a/8092847/villa-individuelle-en-vente,https://www.mubawab-media.com/ad/8/092/847F/h/gallery_79777333.avif,2025-03-30T19:18:22.618795,"Bouzayen, Sfax Ville",890000.0,Villa,,,,,,1076.0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8074217,"Direct propriétaire: S3, cellier, pp, petit bureau",https://www.mubawab.tn/fr/a/8074217/direct-propri%C3%A9taire-s3-cellier-pp-petit-bureau,https://www.mubawab-media.com/ad/8/074/217F/h/freecompress-DSC00379_79597037.avif,2025-03-30T19:18:24.238738,"Cité Ennasr 2, Ariana Ville",440000.0,Appartement,,10-20 ans,Bon état,,,155.0,5.0,3.0,1.0,,Est,Marbre,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8037351,S2 en vente,https://www.mubawab.tn/fr/a/8037351/s2-en-vente,https://www.mubawab-media.com/ad/8/037/351F/h/gallery_79232774.avif,2025-03-30T19:18:26.365780,"La Soukra, La Soukra",374000.0,Appartement,,,,,,98.0,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8042601,S2 en vente,https://www.mubawab.tn/fr/a/8042601/s2-en-vente,https://www.mubawab-media.com/ad/8/042/601F/h/gallery_79284121.avif,2025-03-30T19:18:28.202508,"La Soukra, La Soukra",290000.0,Appartement,,,,,,117.0,,,,,,,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7937856,A VENDRE: Villa d'un seul étage à Lakagnia / El Ouardia,https://www.mubawab.tn/fr/a/7937856/a-vendre-villa-d-un-seul-%C3%A9tage-%C3%A0-lakagnia-el-ouardia,https://www.mubawab-media.com/ad/7/937/856F/h/thumb_844750_property_large_77144873.avif,2025-03-30T19:18:35.951498,"Lakanya, El Ouardia",520000.0,Maison,,,À rénover,,,575.0,4.0,4.0,1.0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8044234,A VENDRE Appartement en DUPLEX avec ARDIN à Bel,https://www.mubawab.tn/fr/a/8044234/a-vendre-appartement-en-duplex-avec-ardin-%C3%A0-bel,https://www.mubawab-media.com/ad/8/044/234F/h/thumb_960809_property_large_79299492.avif,2025-03-30T19:18:37.643081,"Bellevue, El Ouardia",350000.0,Appartement,,,Nouveau,,,257.0,3.0,5.0,1.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7936310,A vendre: villa à el ouardia / lakagnia,https://www.mubawab.tn/fr/a/7936310/a-vendre-villa-%C3%A0-el-ouardia-lakagnia,https://www.mubawab-media.com/ad/7/936/310F/h/thumb_843079_property_xlarge_78382916.avif,2025-03-30T19:18:39.204973,"Lakanya, El Ouardia",630000.0,Maison,,,Nouveau,,,565.0,3.0,4.0,1.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7670658,Un Joli appartement S1 à une minute de la mer,https://www.mubawab.tn/fr/pa/7670658/un-joli-appartement-s1-%C3%A0-une-minute-de-la-mer,https://www.mubawab-media.com/ad/7/670/658F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44040821.avif,2025-03-30T19:18:41.488941,"El Kantaoui, Hammam Sousse",274984.0,Appartement,,,Finalisé,juin 2024,Haut standing,64.0,2.0,,,,,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7670686,Bel Appartement avec terrasse S2 à Kantaoui,https://www.mubawab.tn/fr/pa/7670686/bel-appartement-avec-terrasse-s2-%C3%A0-kantaoui,https://www.mubawab-media.com/ad/7/670/686F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44043431.avif,2025-03-30T19:18:43.024715,"El Kantaoui, Hammam Sousse",383600.0,Appartement,,,Finalisé,juin 2024,Haut standing,97.0,3.0,2.0,2.0,,,,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7943749,A vendre une Villa avec piscine a Hammamet nord,https://www.mubawab.tn/fr/a/7943749/a-vendre-une-villa-avec-piscine-a-hammamet-nord,https://www.mubawab-media.com/ad/7/943/749F/h/9329e8f9-8149-4bcf-b47f-4e340d635d83_77605688.avif,2025-03-30T19:18:44.668116,"Hammamet Nord, Hammamet",690000.0,Villa,,Moins d'un an,Nouveau,,,350.0,4.0,2.0,2.0,,Est,Marbre,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
7671860,Bel S2 à vendre _ à 1 min de la Plage,https://www.mubawab.tn/fr/pa/7671860/bel-s2-%C3%A0-vendre-%C3%A0-1-min-de-la-plage,https://www.mubawab-media.com/ad/7/671/860F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44205594.avif,2025-03-30T19:18:46.445578,"El Kantaoui, Hammam Sousse",581389.0,Appartement,,,Finalisé,juin 2024,Haut standing,127.0,3.0,,,,,,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7670699,Unique appartement S2 _ à 1 min de la Plage,https://www.mubawab.tn/fr/pa/7670699/unique-appartement-s2-%C3%A0-1-min-de-la-plage,https://www.mubawab-media.com/ad/7/670/699F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44043538.avif,2025-03-30T19:18:50.359942,"El Kantaoui, Hammam Sousse",393633.0,Appartement,,,Finalisé,juin 2024,Haut standing,95.0,3.0,2.0,1.0,,,,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8072072,Une grande villa indépendante à vendre,https://www.mubawab.tn/fr/a/8072072/une-grande-villa-ind%C3%A9pendante-%C3%A0-vendre,https://www.mubawab-media.com/ad/8/072/072F/h/thumb_990559_property_large_79575596.avif,2025-03-30T19:18:52.525790,"Hammam Sousse, Hammam Sousse",580000.0,Maison,,,Bon état,,,445.0,3.0,3.0,1.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8055668,Maison S3 à Vendre avec Grand Terrain,https://www.mubawab.tn/fr/a/8055668/maison-s3-%C3%A0-vendre-avec-grand-terrain,https://www.mubawab-media.com/ad/8/055/668F/h/WhatsApp%20Image%202024-12-10%20%C3%A0%2016.33.09_38004132_79415422.avif,2025-03-30T19:18:54.644389,"Midoune, Midoun",530000.0,Maison,,,Bon état,,,140.0,4.0,3.0,1.0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009727,A vendre un appartement s3 aux berges du Lac 2,https://www.mubawab.tn/fr/a/8009727/a-vendre-un-appartement-s3-aux-berges-du-lac-2,https://www.mubawab-media.com/ad/8/009/727F/h/thumb_917086_property_large_78961257.avif,2025-03-30T19:18:56.455226,"Les Berges Du Lac 2, La Marsa",,Appartement,,Moins d'un an,Nouveau,,,289.0,1.0,3.0,3.0,4.0,,Marbre,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1
8092705,A vendre Appartement 110 m² S2 moderne Dar Fadhal Soukra,https://www.mubawab.tn/fr/a/8092705/a-vendre-appartement-110-m%C2%B2-s2-moderne-dar-fadhal-soukra,https://www.mubawab-media.com/ad/8/092/705F/h/1_79779754.avif,2025-03-30T19:18:58.629443,"Dar Fadhal, La Soukra",350000.0,Appartement,,5-10 ans,Bon état,,,110.0,3.0,2.0,2.0,3.0,,Marbre,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7884179,A vendre S2 avec terrasse 120 m² à El Manar 1,https://www.mubawab.tn/fr/a/7884179/a-vendre-s2-avec-terrasse-120-m%C2%B2-%C3%A0-el-manar-1,https://www.mubawab-media.com/ad/7/884/179F/h/logo_70760201.avif,2025-03-30T19:19:00.600364,"El Manar 1, El Menzah",350000.0,Appartement,,10-20 ans,Bon état,,,120.0,3.0,2.0,2.0,,,Marbre,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7773555,À VENDRE – Appartement S2 à Menzah 5,https://www.mubawab.tn/fr/a/7773555/%C3%A0-vendre-%E2%80%93-appartement-s2-%C3%A0-menzah-5,https://www.mubawab-media.com/ad/7/773/555F/h/2_79134617.avif,2025-03-30T19:19:02.985354,"El Menzah 5, Ariana Ville",480000.0,Appartement,,Moins d'un an,Nouveau,,,124.0,3.0,2.0,1.0,1.0,,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7932567,À VENDRE – Appartement S3 à Ain Zaghouan,https://www.mubawab.tn/fr/a/7932567/%C3%A0-vendre-%E2%80%93-appartement-s3-%C3%A0-ain-zaghouan,https://www.mubawab-media.com/ad/7/932/567F/h/local%20commercial_79140578.avif,2025-03-30T19:19:04.962248,"Aouina, La Marsa",370000.0,Appartement,,Moins d'un an,Bon état,,,142.0,4.0,3.0,2.0,3.0,,,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7738471,À VENDRE – Appartement S2 à Cité Palmeraie,https://www.mubawab.tn/fr/a/7738471/%C3%A0-vendre-%E2%80%93-appartement-s2-%C3%A0-cit%C3%A9-palmeraie,https://www.mubawab-media.com/ad/7/738/471F/h/location%20s%2B3%20_79750523.avif,2025-03-30T19:19:07.406554,"Aouina, La Marsa",250000.0,Appartement,,Moins d'un an,Nouveau,,,110.0,3.0,2.0,1.0,,,,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8077445,A vendre appartement S2 à Bardo,https://www.mubawab.tn/fr/a/8077445/a-vendre-appartement-s2-%C3%A0-bardo,https://www.mubawab-media.com/ad/8/077/445F/h/d1863ba8-3a45-4dd2-967c-90344754d817_1_79628037.avif,2025-03-30T19:19:09.010187,"Le Bardo, Le Bardo",260000.0,Appartement,,,Nouveau,,,110.0,3.0,2.0,1.0,,,,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
7917291,S1 meublé de 90m² à Yasmine Hammamet,https://www.mubawab.tn/fr/a/7917291/s1-meubl%C3%A9-de-90m%C2%B2-%C3%A0-yasmine-hammamet,https://www.mubawab-media.com/ad/7/917/291F/h/IMG_20240601_104105_76522355.avif,2025-03-30T19:19:11.304184,"Yasmine Hammamet, Hammamet",333000.0,Appartement,,,Bon état,,,90.0,2.0,1.0,1.0,,,,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8092668,Appartement en S3 à Nasr2,https://www.mubawab.tn/fr/a/8092668/appartement-en-s3-%C3%A0-nasr2,https://www.mubawab-media.com/ad/8/092/668F/h/WhatsApp%20Image%202025-02-12%20at%202.09.44%20PM_79775663.avif,2025-03-30T19:19:13.293370,"Cité Ennasr 2, Ariana Ville",620000.0,Appartement,,5-10 ans,Nouveau,,,198.0,4.0,3.0,3.0,1.0,,Marbre,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
8092652,Villa avec appartement indépendant à la Marsa,https://www.mubawab.tn/fr/a/8092652/villa-avec-appartement-ind%C3%A9pendant-%C3%A0-la-marsa,https://www.mubawab-media.com/ad/8/092/652F/h/V25-001-06_79775535.avif,2025-03-30T19:19:15.377188,"La Marsa, La Marsa",1500000.0,Villa,,,Nouveau,,,330.0,8.0,6.0,4.0,,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8020985,A vendre une Villa jumelée à ENNASR 1,https://www.mubawab.tn/fr/a/8020985/a-vendre-une-villa-jumel%C3%A9e-%C3%A0-ennasr-1,https://www.mubawab-media.com/ad/8/020/985F/h/WhatsApp%20Image%202024-10-18%20%C3%A0%2011.08.14_69606483_79071946.avif,2025-03-30T19:19:17.375839,"Cité Ennasr 1, Ariana Ville",,Villa,,,Bon état,,,220.0,5.0,4.0,1.0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8055037,Villa Murmure d’Amour à Vendre à Jaafer 1,https://www.mubawab.tn/fr/a/8055037/villa-murmure-d%E2%80%99amour-%C3%A0-vendre-%C3%A0-jaafer-1,https://www.mubawab-media.com/ad/8/055/037F/h/222d2db6-63f4-4fd2-abec-6d327bd3fb7c_GF_79409122.avif,2025-03-30T19:19:19.519778,"Ariana, Ariana Ville",190000.0,Maison,,,Bon état,,,150.0,4.0,3.0,1.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8078677,Une Splendide Villa indépendante à vendre à La Soukra,https://www.mubawab.tn/fr/a/8078677/une-splendide-villa-ind%C3%A9pendante-%C3%A0-vendre-%C3%A0-la-soukra,https://www.mubawab-media.com/ad/8/078/677F/h/thumb_998198_property_xlarge_79640536.avif,2025-03-30T19:19:21.796510,"La Soukra, La Soukra",,Maison,,,,,,835.0,,7.0,,,,,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8077549,A vendre une superbe villa à MENZEL TEMIMNABEUL,https://www.mubawab.tn/fr/a/8077549/a-vendre-une-superbe-villa-%C3%A0-menzel-temimnabeul,https://www.mubawab-media.com/ad/8/077/549F/h/thumb_993599_property_large_79629163.avif,2025-03-30T19:19:23.443974,"Lebna, Menzel Temime",1300000.0,Villa,,,Nouveau,,,900.0,5.0,5.0,1.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8043380,Villa Gozal à Vendre à EL Manar 1,https://www.mubawab.tn/fr/a/8043380/villa-gozal-%C3%A0-vendre-%C3%A0-el-manar-1,https://www.mubawab-media.com/ad/8/043/380F/h/28226c35-630f-4a64-bca1-888f7cef8925_GF_GF_79291488.avif,2025-03-30T19:19:32.009260,"El Manar 1, El Menzah",730000.0,Villa,,,Bon état,,,266.0,5.0,4.0,4.0,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8005826,"Charmant S5 de 288,56 m² la Marsa",https://www.mubawab.tn/fr/a/8005826/charmant-s5-de-288-56-m%C2%B2-la-marsa,https://www.mubawab-media.com/ad/8/005/826F/h/logo1_78920627.avif,2025-03-30T19:19:34.070785,"Cité Du Stade, La Marsa",980000.0,Appartement,,,Bon état,,,288.0,6.0,5.0,3.0,,,,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8092498,Duplex à rades Méliène,https://www.mubawab.tn/fr/a/8092498/duplex-%C3%A0-rades-m%C3%A9li%C3%A8ne,https://www.mubawab-media.com/ad/8/092/498F/h/1-1_79774057.avif,2025-03-30T19:19:36.056994,"Rades Meliane, Rades",600000.0,Villa,,5-10 ans,Bon état,,,240.0,4.0,3.0,2.0,,,Marbre,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092496,Très belle villa à Rades,https://www.mubawab.tn/fr/a/8092496/tr%C3%A8s-belle-villa-%C3%A0-rades,https://www.mubawab-media.com/ad/8/092/496F/h/1-1_79774011.avif,2025-03-30T19:19:37.660532,"Rades Plage, Rades",800000.0,Villa,,,Nouveau,,,260.0,5.0,4.0,2.0,,,Marbre,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8036967,Immeuble Zaafrane à Vendre à Raoued,https://www.mubawab.tn/fr/a/8036967/immeuble-zaafrane-%C3%A0-vendre-%C3%A0-raoued,https://www.mubawab-media.com/ad/8/036/967F/h/cdb7622e-6247-4e21-b75a-4436cb6027e2_GF_79228104.avif,2025-03-30T19:19:39.856679,"Raoued, Raoued",340000.0,Maison,,,Bon état,,,220.0,8.0,6.0,2.0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092487,Un duplexe s4 à vendre située à sahloul1,https://www.mubawab.tn/fr/a/8092487/un-duplexe-s4-%C3%A0-vendre-situ%C3%A9e-%C3%A0-sahloul1,https://www.mubawab-media.com/ad/8/092/487F/h/1_79773985.avif,2025-03-30T19:19:42.329723,"Cité Jaouhara, Cité Jaouhara",450000.0,Maison,,,Bon état,,,250.0,1.0,4.0,1.0,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
